,Unnamed: 0,Link_Anobii,Author,Title,ISBN_an,Shelves_An,Num_Rev_An,Num_Voti_An,Stars_An,Num_Pages_An,Pub_Date_An,Lingua_An,Link_Amazon,Link_Amazon2,Title_az,Author_az,ISBN_az,N_Pages_az,Rating_az,Distr_Rating_az,Num_Voti_az,Num_Review_az,Pub_Date_az,Lingua_az
857,857,https://www.anobii.com/books/l-eterno-adamo/9788838902567/0196c063d48360894e,Jules Verne,L' eterno Adamo,9788838902567,[' Fiction & Literature '],62,21,3.57,92,"Publisher
Sellerio Editore Palermo","About this Edition
All Editions",https://affiliates.anobii.com/editions/0196c063d48360894e/amazon-it,https://www.amazon.it/Leterno-Adamo-Jules-Verne/dp/8871644905/ref=sr_1_1?keywords=L%27+eterno+Adamo&qid=1636515555&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8871644905%2C1781088691%2CB09KNGJ41B%2C8434422336%2C886926274X%2C888036040X%2C8838902569%2CB08563W66G%2CB08WS2VQZJ%2C8804666854%2C1934824062%2C1781088594%2C3741612715%2C3741611123%2C8869715922%2C8891279145&srpt=ABIS_BOOK,L'eterno Adamo,Jules Verne,978-8871644905,89,4.8,"['78%', '22%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",6.0,2.0,"
Editore
‏
:
‎

Ibis (4 maggio 2017)
","
Lingua
‏
:
‎

Italiano
"
858,858,https://www.anobii.com/books/l-abbandonato-del-cynthia/01e7f4bb4f1e1b1b42,Jules Verne,L'abbandonato del Cynthia,173,error,8,2,4.0,173,"Publisher
Capitol (Personal, 12)",About this Edition,https://affiliates.anobii.com/editions/01e7f4bb4f1e1b1b42/amazon-it,https://www.amazon.it/Labbandonato-del-Cynthia-Jules-Verne-ebook/dp/B006TR0NH8/ref=sr_1_1?keywords=L%27abbandonato+del+Cynthia&qid=1636515562&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B006TR0NH8%2CB07R5FJYVF%2CB007AIT5KQ&srpt=ABIS_BOOK,L'abbandonato del Cynthia,Jules Verne,"
:
‎

Supporta",361,1.0,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '100%']",1.0,1.0,"
ASIN
‏
:
‎

B006TR0NH8
","
Lingua
‏
:
‎

Italiano
"
859,859,https://www.anobii.com/books/l-agenzia-thompson-c/01123ac5ac0cdd29f1,Jules Verne,L'agenzia Thompson & C.,A000024936,[' Fiction & Literature '],2,12,3.33,348,"Publisher
Hachette","About this Edition
All Editions",https://affiliates.anobii.com/editions/01123ac5ac0cdd29f1/amazon-it,https://www.amazon.it/Lagenzia-Thompson-c-Jules-Verne/dp/8842515000/ref=sr_1_1?keywords=L%27agenzia+Thompson+%26+C.&qid=1636515569&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8842515000%2CB084KSQ9F8%2CB01JOTDGP8&srpt=ABIS_BOOK,L'agenzia Thompson & c.,Jules Verne,978-8842515005,288,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Ugo Mursia Editore (1 agosto 2014)
","
Lingua
‏
:
‎

Italiano
"
860,860,https://www.anobii.com/books/l-arcipelago-in-fiamme/01656992059db830d7,Jules Verne,L'arcipelago in fiamme,206,[' Fiction & Literature '],2,0,0.0,206,"Publisher
RBA Italia",About this Edition,https://affiliates.anobii.com/editions/01656992059db830d7/amazon-it,https://www.amazon.it/Arcipelago-fiamme-Jules-Verne-ebook/dp/B005ZH2LUU/ref=sr_1_1?keywords=L%27arcipelago+in+fiamme&qid=1636515575&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B005ZH2LUU%2C884252526X%2CB00GAY4R3G%2C8857200418%2CB01M65486P&srpt=ABIS_BOOK,Arcipelago in fiamme,Jules Verne,"
:
‎

Supporta",517,4.5,"['52%', '48%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B005ZH2LUU
","
Lingua
‏
:
‎

Italiano
"
861,861,https://www.anobii.com/books/l-arcipelago-in-fiamme-vol-1/0199ee9976bdc24844,Jules Verne,L'arcipelago in fiamme - vol. 1,141,[' Fiction & Literature '],1,1,4.0,141,"Publisher
Guigoni",About this Edition,https://affiliates.anobii.com/editions/0199ee9976bdc24844/amazon-it,https://www.amazon.it/sono-perso-luogo-comune-LArcipelago-ebook/dp/B01C5I1SL4/ref=sr_1_fkmr0_1?keywords=L%27arcipelago+in+fiamme+-+vol.+1&qid=1636515582&qsid=260-7043333-5119002&s=books&sr=1-1-fkmr0&sres=B01C5I1SL4%2CB00FRX6PAE%2CB07JN7NW4V%2C8850329350,Mi sono perso in un luogo comune: Dizionario della nostra stupidità (L'Arcipelago Einaudi Vol. 225),Giuseppe Culicchia,"
‏
:
‎

Abilit",804,3.6,"['30%', '31%', '18%', '13%', '9%']",18.0,10.0,"
ASIN
‏
:
‎

B01C5I1SL4
","
Editore
‏
:
‎

EINAUDI (1 marzo 2016)
"
862,862,https://www.anobii.com/books/l-arcipelago-in-fiamme-vol-2/01a638f32406676d92,Jules Verne,L'arcipelago in fiamme - vol. 2,140,[' Fiction & Literature '],1,1,4.0,140,"Publisher
Guigoni",About this Edition,https://affiliates.anobii.com/editions/01a638f32406676d92/amazon-it,https://www.amazon.it/sono-perso-luogo-comune-LArcipelago-ebook/dp/B01C5I1SL4/ref=sr_1_fkmr0_1?keywords=L%27arcipelago+in+fiamme+-+vol.+2&qid=1636515589&qsid=260-7043333-5119002&s=books&sr=1-1-fkmr0&sres=B01C5I1SL4%2CB00FRX6PAE%2CB07JN7NW4V%2C8850329350,Mi sono perso in un luogo comune: Dizionario della nostra stupidità (L'Arcipelago Einaudi Vol. 225),Giuseppe Culicchia,"
‏
:
‎

Abilit",804,3.6,"['30%', '31%', '18%', '13%', '9%']",18.0,10.0,"
ASIN
‏
:
‎

B01C5I1SL4
","
Editore
‏
:
‎

EINAUDI (1 marzo 2016)
"
863,863,https://www.anobii.com/books/l-esperimento-del-dottor-ox/9788871009926/01aaffdb8d1708c1e1,Jules Verne,L'esperimento del dottor Ox,9788871009926,"[' Science Fiction & Fantasy ', ' Humour ', ' Fiction & Literature ']",37,200,3.61,75,"Publisher
Tascabili La Spiga","About this Edition
All Editions",https://affiliates.anobii.com/editions/01aaffdb8d1708c1e1/amazon-it,https://www.amazon.it/Lesperimento-del-dottor-Jules-Verne/dp/8871009924/ref=sr_1_1?keywords=L%27esperimento+del+dottor+Ox&qid=1636515595&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8871009924,L'esperimento del dottor Ox,Jules Verne,"
:
‎

80 g
",10,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

La Spiga-Meravigli (4 dicembre 1997)
","
Lingua
‏
:
‎

Italiano
"
864,864,https://www.anobii.com/books/l-eterno-adamo-e-xxix-secolo/01c37e83f2a0be839e,Jules Verne,L'eterno Adamo e XXIX secolo,119,"[' Science Fiction & Fantasy ', ' Fiction & Literature ']",2,0,0.0,119,"Publisher
Moizzi",About this Edition,https://affiliates.anobii.com/editions/01c37e83f2a0be839e/amazon-it,https://www.amazon.it/XXI-Secolo-Zardi-Paolo-ebook/dp/B00VFCBCQS/ref=sr_1_1?keywords=l%27eterno+adamo+e+xxi+secolo&qid=1636515602&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00VFCBCQS&srpt=ABIS_BOOK,XXI Secolo,Zardi Paolo,"
‏
:
‎

Abilit",2190,4.1,"['36%', '48%', '5%', '11%', '0%', '0%', '0%']",13.0,11.0,"
ASIN
‏
:
‎

B00VFCBCQS
","
Editore
‏
:
‎

Neo Edizioni (31 marzo 2015)
"
865,865,https://www.anobii.com/books/l-eterno-adamo-e-altri-racconti/9788880360407/013cf75690637b13a1,Jules Verne,L'eterno Adamo e altri racconti,9788880360407,error,2,1,3.0,13,"Format
Other",About this Edition,https://affiliates.anobii.com/editions/013cf75690637b13a1/amazon-it,https://www.amazon.it/Leterno-Adamo-racconti-piacere-leggere/dp/888036040X/ref=sr_1_1?keywords=L%27eterno+Adamo+e+altri+racconti&qid=1636515609&qsid=260-7043333-5119002&s=books&sr=1-1&sres=888036040X&srpt=ABIS_BOOK,L'eterno Adamo e altri racconti (Il piacere di leggere),error,error,13,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Lingua
‏
:
‎

Italiano
","
ISBN-10
‏
:
‎

888036040X
"
866,866,https://www.anobii.com/books/l-invasione-del-mare/9781975977801/01df331f14ed78d813,Jules Verne,L'invasione del mare,9781975977801,"[' Entertainment ', ' Fiction & Literature ']",2,0,0.0,186,"Publisher
CreateSpace Independent Publishing Platform",About this Edition,https://affiliates.anobii.com/editions/01df331f14ed78d813/amazon-it,https://www.amazon.it/Linvasione-del-mare-Jules-Verne/dp/1975977807/ref=sr_1_1?keywords=L%27invasione+del+mare&qid=1636515616&qsid=260-7043333-5119002&s=books&sr=1-1&sres=1975977807%2C1693565781%2CB08FKHZRKP%2C1980725926%2C1412804701%2CB08ZYTQFWS%2C1664170146%2CB08XYDM8CG%2C1952793696%2C3337757472%2C1522067647%2C0999081144%2C201334984X%2C0691613974%2C8882483495%2CB0007DWQQG&srpt=ABIS_BOOK,L'invasione del mare,Jules Verne,978-1975977801,186,3.0,"['0%', '0%', '0%', '0%', '0%', '0%', '100%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

CreateSpace Independent Publishing Platform (1 settembre 2017)
","
Lingua
‏
:
‎

Italiano
"
867,867,https://www.anobii.com/books/l-isola-a-elica/01a953cbe3d5df17ec,Jules Verne,L'isola a elica,A000024870,error,1,15,3.4,309,"Publisher
Hachette","About this Edition
All Editions",https://affiliates.anobii.com/editions/01a953cbe3d5df17ec/amazon-it,https://www.amazon.it/Lisola-elica-Jules-Verne/dp/8842516317/ref=sr_1_1?keywords=L%27isola+a+elica&qid=1636515623&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8842516317%2CB01MR6XWM3%2CB01N9SN8LU%2CB01N11VLYM%2CB084KMT4YX%2CB01N7T50FP%2CB01N7T4Y6M%2CB01N34VFKM%2CB01N23CFWH,L'isola a elica,Jules Verne,978-8842516316,266,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Ugo Mursia Editore (1 gennaio 1995)
","
Lingua
‏
:
‎

Italiano
"
868,868,https://www.anobii.com/books/l-isola-dello-zio-robinson/9788804363248/012e0afcb86cad86b7,Jules Verne,L'isola dello zio Robinson,9788804363248,error,31,9,3.33,209,"Publisher
Mondadori","About this Edition
All Editions",https://affiliates.anobii.com/editions/012e0afcb86cad86b7/amazon-it,https://www.amazon.it/Lisola-dello-zio-Robinson-accattivanti/dp/B09GJML3WW/ref=sr_1_1?keywords=L%27isola+dello+zio+Robinson&qid=1636515630&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B09GJML3WW%2CB01LDK4O3Y%2C880436324X,"L'isola dello zio Robinson: Una storia di marinai, piena di avventure misteriose, accattivanti e selvagge, tutto accade su un'isola.",Julio Verne,979-8479771200,149,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B09GJML3WW
","
Editore
‏
:
‎

Independently published (18 settembre 2021)
"
869,869,https://www.anobii.com/books/l-isola-misteriosa/9788818032956/023de3d11be2c38755,Jules Verne,L'isola misteriosa,9788818032956,error,0,0,0.0,546,"Publisher
Rusconi Libri",About this Edition,https://affiliates.anobii.com/editions/023de3d11be2c38755/amazon-it,https://www.amazon.it/Lisola-misteriosa-Ediz-integrale-Segnalibro/dp/8883372689/ref=sr_1_1?keywords=L%27isola+misteriosa&qid=1636515637&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8883372689%2C8851124264%2C1690973188%2C8847734746%2C8856667770%2C8889921552%2C8891824887%2C8851124337%2C8847452856%2C8833052206%2C8896457440%2C8851185387%2C8804660988%2C184799301X%2CB09BF45BYS%2C8846750012&srpt=ABIS_BOOK,L'isola misteriosa. Ediz. integrale. Con Segnalibro,Jules Verne,978-8883372681,480,4.6,"['76%', '16%', '4%', '2%', '2%']",263.0,64.0,"
Editore
‏
:
‎

Crescere; Unabridged edizione (1 ottobre 2014)
","
Lingua
‏
:
‎

Italiano
"
870,870,https://www.anobii.com/books/l-isola-misteriosa-i-naufraghi-dell-aria/01d32e0d01826d2c55,Jules Verne,L'isola misteriosa - I naufraghi dell'aria,219,[' Travel '],3,1,4.0,219,"Publisher
Il Sole 24 Ore",About this Edition,https://affiliates.anobii.com/editions/01d32e0d01826d2c55/amazon-it,https://www.amazon.it/naufraghi-dellaria-Finale-Take/dp/B012YD5AMI/ref=sr_1_1?keywords=L%27isola+misteriosa+-+I+naufraghi+dell%27aria&qid=1636515644&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B012YD5AMI%2CB00I9MFB50%2CB0186MAFN0%2C8851124264%2C8856648687&srpt=ABIS_BOOK,error,error,error,error,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,error,error
871,871,https://www.anobii.com/books/l-isola-misteriosa-l-abbandonato/01e3621112a2b8053b,Jules Verne,L'isola misteriosa - L'abbandonato,203,"[' Travel ', ' Science Fiction & Fantasy ', ' Fiction & Literature ']",3,1,4.0,203,"Publisher
Il Sole 24 Ore",About this Edition,https://affiliates.anobii.com/editions/01e3621112a2b8053b/amazon-it,https://www.amazon.it/Lisola-del-vulcano-James-Rollins-ebook/dp/B077BTGJ72/ref=sr_1_1?keywords=L%27isola+misteriosa+-+L%27abbandonato&qid=1636515651&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B077BTGJ72%2CB01N7JUPC9%2CB006DPOTG2%2CB07RJXMYWB%2C8807886030,L'isola del vulcano,James Rollins,"
‏
:
‎

Abilit",491,3.5,"['35%', '18%', '19%', '13%', '14%']",142.0,34.0,"
ASIN
‏
:
‎

B077BTGJ72
","
Editore
‏
:
‎

Newton Compton Editori (18 dicembre 2017)
"
872,872,https://www.anobii.com/books/l-isola-misteriosa-i/0195b2c5fd26ae10b8,Jules Verne,L'isola misteriosa I,232,"[' Science & Nature ', ' Fiction & Literature ']",4,1,4.0,232,"Publisher
RBA Italia",About this Edition,https://affiliates.anobii.com/editions/0195b2c5fd26ae10b8/amazon-it,https://www.amazon.it/Lisola-dei-misteri-gemelli-Robinson/dp/8804660988/ref=sr_1_1?keywords=L%27isola+misteriosa+I&qid=1636515658&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804660988%2C8846750012%2C8847452856%2CB097BKYCN9%2CB00XKFGSQW%2CB00EOKCH30%2C8841886870%2CB01CADNMWM%2C8829706841%2C8898584571%2CB0937V1KLF%2C8868010372%2C8829701173%2C8889921552%2C8855141120%2CB085RPGXRH&srpt=ABIS_BOOK,L'isola dei misteri. I gemelli Robinson (Vol. 1),Guido Sgardoli,978-8804660989,190,4.9,"['87%', '13%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",11.0,1.0,"
Editore
‏
:
‎

Mondadori (5 aprile 2016)
","
Lingua
‏
:
‎

Italiano
"
873,873,https://www.anobii.com/books/l-isola-misteriosa-ii/01ed0cdc89da80d2c5,Jules Verne,L'isola misteriosa II,236,"[' Fiction & Literature ', ' Mystery & Thrillers ']",4,1,5.0,236,"Publisher
RBA Italia",About this Edition,https://affiliates.anobii.com/editions/01ed0cdc89da80d2c5/amazon-it,https://www.amazon.it/Lisola-misteriosa-2-Emma-Beseghi/dp/8804415606/ref=sr_1_1?keywords=L%27isola+misteriosa+II&qid=1636515665&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804415606%2CB08YD5QN2N%2CB09HV9SZBG%2CB09FQ5Y8VX%2CB07236PMZW%2CB09J7BBVGW%2CB07NKM2B7M%2C1006380027%2CB09BW7DF3V%2C1999364112%2C8897443168%2CB09G37CQLZ%2CB01FIUOAXE%2CB01CBK835U%2CB004Z9GM90%2CB00H2SVXOK,L'isola misteriosa. Adolescenza (Vol. 2),Emma Beseghi,"
:
‎

318 g
",10,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",1.0,1.0,"
Editore
‏
:
‎

Mondadori (1 febbraio 1996)
","
Lingua
‏
:
‎

Italiano
"
874,874,https://www.anobii.com/books/l-isola-misteriosa-iii/016e64995a51e11292,Jules Verne,L'isola misteriosa III,210,"[' Travel ', ' Fiction & Literature ']",5,1,5.0,210,"Publisher
RBA Italia",About this Edition,https://affiliates.anobii.com/editions/016e64995a51e11292/amazon-it,https://www.amazon.it/Lestate-senza-ritorno-misteri-Sandhamn/dp/8829701173/ref=sr_1_1?keywords=L%27isola+misteriosa+III&qid=1636515672&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8829701173%2CB07LBT9SJ9%2CB008XODUWU%2CB08TZ54RW8%2CB09CGFXLX1%2C1492103462%2CB00EVXHXCU%2C8804657316%2CB079WG7B5W%2CB0132WXAXQ,L'estate senza ritorno. I misteri di Sandhamn (Vol. 3),Viveca Sten,978-8829701179,447,4.0,"['38%', '36%', '20%', '5%', '1%']",124.0,11.0,"
Editore
‏
:
‎

Marsilio (20 giugno 2019)
","
Lingua
‏
:
‎

Italiano
"
875,875,https://www.anobii.com/books/l-isola-misteriosa-di-giulio-verne/01f2042fea406bb8a2,Jules Verne,L'isola misteriosa/di Giulio Verne,776,error,10,4,4.25,776,"Publisher
Paolo Carrara",About this Edition,https://affiliates.anobii.com/editions/01f2042fea406bb8a2/amazon-it,https://www.amazon.it/Lisola-misteriosa-Ediz-integrale-Segnalibro/dp/8883372689/ref=sr_1_1?keywords=L%27isola+misteriosa%2Fdi+Giulio+Verne&qid=1636515679&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8883372689%2CB077XQBZNH%2CB07NNGTZ2W%2CB07Y5GW5HM%2CB079NZDWV9%2C8829703893%2C1690973188%2C8856667770%2C8847734746%2C8828206128%2C8889921552%2CB085RPGXRH%2C8883373464%2C8807902907%2CB08TN72BZX%2C8854192813&srpt=ABIS_BOOK,L'isola misteriosa. Ediz. integrale. Con Segnalibro,Jules Verne,978-8883372681,480,4.6,"['76%', '16%', '4%', '2%', '2%']",263.0,64.0,"
Editore
‏
:
‎

Crescere; Unabridged edizione (1 ottobre 2014)
","
Lingua
‏
:
‎

Italiano
"
876,876,https://www.anobii.com/books/l-ile-mysterieuse-con-audiolibro-cd-audio/9788846826633/0104d6deac40a51691,Jules Verne,L'île mystérieuse. Con audiolibro. CD Audio,9788846826633,error,0,0,0.0,error,"Publication Date
Jan 1, 2009",About this Edition,https://affiliates.anobii.com/editions/0104d6deac40a51691/amazon-it,https://www.amazon.it/L%C3%AEle-myst%C3%A9rieuse-Audio-Jules-Verne/dp/8846826639/ref=sr_1_1?keywords=L%27%C3%AEle+myst%C3%A9rieuse.+Con+audiolibro.+CD+Audio&qid=1636515685&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8846826639&srpt=ABIS_BOOK,L'île mystérieuse. Con CD Audio,Jules Verne,"
:
‎

99.8 g
",10,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

La Spiga Edizioni (9 aprile 2009)
","
Lingua
‏
:
‎

Inglese
"
877,877,https://www.anobii.com/books/la-jangada/014871041f6d52d63f,Jules Verne,La Jangada,224,error,1,0,0.0,224,"Publisher
Bietti",About this Edition,https://affiliates.anobii.com/editions/014871041f6d52d63f/amazon-it,https://www.amazon.it/Jangada-Ottocento-Amazzoni-Illustrato-Annotato-ebook/dp/B00SCO3Q84/ref=sr_1_1?keywords=La+Jangada&qid=1636515692&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00SCO3Q84%2C109345198X%2C1493630075%2C1493630059%2C1493629875%2C1493612522%2C1973918048%2CB009WW4ULC%2C154273181X%2C3843079080%2CB0897W2QKH%2CB072W2KLN8%2CB01JBHUWPU%2CB00TO1YG56%2C8842506680%2C6053750085,La Jangada: Ottocento leghe sul Rio delle Amazzoni [Illustrato+Annotato],Giulio Verne,"
‏
:
‎

Abilit",9377,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B00SCO3Q84
","
Editore
‏
:
‎

Vecchie Letture (16 gennaio 2015)
"
878,878,https://www.anobii.com/books/la-stella-del-sud/0151ac9fe1617a703a,Jules Verne,La Stella del Sud,89,"[' Science Fiction & Fantasy ', ' Children ', ' Fiction & Literature ']",88,17,3.65,89,"Publisher
Salani (Biblioteca dei miei ragazzi, 16)","About this Edition
All Editions",https://affiliates.anobii.com/editions/0151ac9fe1617a703a/amazon-it,https://www.amazon.it/Calcio-femminile-Gravina-Stella-del/dp/B09GTNZXSS/ref=sr_1_1?keywords=La+Stella+del+Sud&qid=1636515699&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B09GTNZXSS%2C1519127960%2C8830409448%2CB08KQDYL1S%2CB08B7T1QVR%2C8807886936%2C8860592739%2C8893081369%2C8865269081%2C8860592712%2C8806229257%2C8849855699%2C8897883850%2CB00E3TWI4U%2C2742743677%2C8831659421,"Calcio femminile Gravina, la Stella del Sud",Roberto Quartarone,979-8475012772,326,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",2.0,1.0,"
ASIN
‏
:
‎

B09GTNZXSS
","
Editore
‏
:
‎

Independently published (21 settembre 2021)
"
879,879,https://www.anobii.com/books/la-casa-a-vapore/019a84c1adfa149455,Jules Verne,La casa a vapore,A000024860,"[' Travel ', ' Science Fiction & Fantasy ', ' Fiction & Literature ']",3,30,3.78,318,"Publisher
Hachette","About this Edition
All Editions",https://affiliates.anobii.com/editions/019a84c1adfa149455/amazon-it,https://www.amazon.it/casa-vapore-Jules-Verne/dp/8842507326/ref=sr_1_1?keywords=La+casa+a+vapore&qid=1636515706&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8842507326%2C8856668092%2C8856672553%2C8856655187%2C8856682028%2C8856655160%2C885665511X%2C8856655136%2C8856655144%2C8856676478%2C8856647192%2CB08WSPPWP3%2C8856670674%2C8491825592%2C1542389429%2C8856655217,La casa a vapore,Jules Verne,978-8842507321,274,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Ugo Mursia Editore; 3° edizione (1 agosto 2014)
","
Lingua
‏
:
‎

Italiano
"
880,880,https://www.anobii.com/books/la-citta-perduta-di-marte/01de9446750fcc5857,Jules Verne,La città perduta di Marte,A000207225,[' Science Fiction & Fantasy '],1,3,4.33,160,"Publisher
Edizioni dello Scorpione",About this Edition,https://affiliates.anobii.com/editions/01de9446750fcc5857/amazon-it,https://www.amazon.it/CITTA-PERDUTA-MARTE-Ray-Bradbury/dp/B07KCMS23H/ref=sr_1_1?keywords=La+citt%C3%A0+perduta+di+Marte&qid=1636515713&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B07KCMS23H%2CB09FK5FHWR%2CB096TL8DN9%2CB091W9M6BT%2C1708436685%2CB08P9KLBF4%2CB07S7R4KHR%2CB07NQP6YHJ%2CB07Z4CJXFC%2CB07W7WMQCZ&srpt=ABIS_BOOK,LA CITTA' PERDUTA DI MARTE,Ray Bradbury,error,error,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B07KCMS23H
","
Editore
‏
:
‎

Edizioni dello Scorpione (1 gennaio 1965)
"
881,881,https://www.anobii.com/books/la-congiura-di-trieste/0194a12848ec40242b,Jules Verne,La congiura di Trieste,A000062858,error,1,4,3.0,229,"Publisher
La Cittadella - Trieste",About this Edition,https://affiliates.anobii.com/editions/0194a12848ec40242b/amazon-it,https://www.amazon.it/CONGIURA-TRIESTE-Giulio-Verne/dp/B0876Z8ZTV/ref=sr_1_1?keywords=La+congiura+di+Trieste&qid=1636515720&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B0876Z8ZTV%2CB086C3L7NZ&srpt=ABIS_BOOK,LA CONGIURA DI TRIESTE,Giulio Verne,error,error,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B0876Z8ZTV
","
Editore
‏
:
‎

EDIZIONI LA CITTADELLA - TRIESTE (1 gennaio 1970)
"
882,882,https://www.anobii.com/books/la-congiura-di-trieste-da-mathias-sandorf/9788497892445/018b4749fc31a66f22,Jules Verne,La congiura di Trieste da Mathias Sandorf,9788497892445,error,1,1,4.0,158,"Publisher
Editoriale FVG",About this Edition,https://affiliates.anobii.com/editions/018b4749fc31a66f22/amazon-it,https://www.amazon.it/congiura-Trieste-Mathias-Sandorf/dp/B086C3L7NZ/ref=sr_1_1?keywords=La+congiura+di+Trieste+da+Mathias+Sandorf&qid=1636515727&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B086C3L7NZ&srpt=ABIS_BOOK,La congiura di Trieste da Mathias Sandorf,Jules Verne,error,error,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B086C3L7NZ
","
Editore
‏
:
‎

Edizione speciale per il Piccolo (1 gennaio 2004)
"
883,883,https://www.anobii.com/books/la-giornata-di-un-giornalista-americano-nel-2890/9788871640365/01f2cf08afec85e220,Jules Verne,La giornata di un giornalista americano nel 2890,9788871640365,"[' Science Fiction & Fantasy ', ' Fiction & Literature ']",5,20,3.1,59,"Publisher
Ibis","About this Edition
All Editions",https://affiliates.anobii.com/editions/01f2cf08afec85e220/amazon-it,https://www.amazon.it/journaliste-am%C3%A9ricain-giornata-giornalista-americano/dp/8871641574/ref=sr_1_1?keywords=La+giornata+di+un+giornalista+americano+nel+2890&qid=1636515734&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8871641574%2C8871640365&srpt=ABIS_BOOK,La journeé d'un journaliste américain en 2890-La giornata di un giornalista americano nel 2890,Jules Verne,978-8871641577,75,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",2.0,1.0,"
Editore
‏
:
‎

Ibis (1 marzo 2004)
","
Lingua
‏
:
‎

Italiano
"
