,index,Genere,Genere_Suggerito,Pud_Data,Title,Author,ISBN,Num_Pages_GR,Stars_GR,Distr_Rat_GR,N_Votes_GR,N_Reviews_GR,GR_link,Stars_AZ,Distr_Rat_AZ,N_Votes_AZ,N_Reviews_AZ,AZ_link
513,521,Fantasy,"['Fantasy\n5,126 users', 'Fantasy > Urban Fantasy\n2,529 users', 'Mystery\n1,755 users', 'Fiction\n1,298 users', 'Mystery > Crime\n855 users', 'Fantasy > Paranormal\n600 users', 'Fantasy > Magic\n426 users', 'Audiobook\n293 users', 'Fantasy > Supernatural\n273 users']",Published January 10th 2011 by Gollancz,Rivers of London,Ben Aaronovitch,9780575097568,392,3.85,"['29%', '40%', '21%', '6%', '3%']",112192,9463,https://www.goodreads.com/book/show/9317452-rivers-of-london,4.4,"['60%', '25%', '10%', '3%', '2%']",4524.0,2004.0,https://www.amazon.it/s?k=9780575097568&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
514,522,Fantasy,"['Fantasy\n5,095 users', 'Fiction\n443 users', 'Fantasy > Epic Fantasy\n265 users', 'Fantasy > High Fantasy\n193 users', 'Science Fiction Fantasy\n148 users', 'Young Adult\n146 users', 'Fantasy > Magic\n145 users', 'Adventure\n131 users', 'Childrens\n99 users']",Published January 1st 1994 by Bantam Spectra (first published October 1st 1982),Magician: Apprentice,Raymond E. Feist,9780553564945,485,4.14,"['44%', '34%', '16%', '4%', '2%']",90934,2017,https://www.goodreads.com/book/show/13812.Magician,4.6,"['76%', '15%', '7%', '1%', '1%']",2467.0,982.0,https://www.amazon.it/s?k=9780553564945&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
515,523,Fantasy,"['Fantasy\n5,089 users', 'Fiction\n468 users', 'Adult\n303 users', 'Fantasy > High Fantasy\n234 users', 'Young Adult\n229 users', 'Fantasy > Magic\n217 users', 'Audiobook\n143 users', 'Fantasy > Epic Fantasy\n128 users', 'Adventure\n115 users']",Published April 4th 2017 by Ace,Red Sister,Mark Lawrence,9781101988855,467,4.13,"['43%', '37%', '14%', '4%', '2%']",52768,5120,https://www.goodreads.com/book/show/25895524-red-sister,4.5,"['66%', '23%', '7%', '2%', '1%']",2223.0,816.0,https://www.amazon.it/s?k=9781101988855&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
516,524,Fantasy,"['Fantasy\n5,072 users', 'Young Adult\n2,427 users', 'Romance\n587 users', 'Young Adult > Young Adult Fantasy\n472 users', 'Fantasy > Magic\n428 users', 'Fiction\n380 users', 'Fantasy > High Fantasy\n308 users', 'Adventure\n307 users', 'Young Adult > Teen\n168 users']",Published September 20th 2011 by Greenwillow,The Girl of Fire and Thorns,Rae Carson,9780062026484,423,3.79,"['29%', '36%', '23%', '8%', '4%']",78326,7374,https://www.goodreads.com/book/show/10429092-the-girl-of-fire-and-thorns,4.4,"['63%', '22%', '9%', '3%', '3%']",935.0,594.0,https://www.amazon.it/s?k=9780062026484&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
517,525,Fantasy,"['Fantasy\n5,067 users', 'Young Adult\n3,290 users', 'Fiction\n1,576 users', 'Fantasy > Paranormal\n809 users', 'Historical > Historical Fiction\n527 users', 'Horror\n455 users', 'Science Fiction > Time Travel\n429 users', 'Adventure\n408 users', 'Mystery\n399 users']",Published February 24th 2015 by Quirk Books (first published January 14th 2014),Hollow City,Ransom Riggs,9781594747359,428,4.03,"['36%', '40%', '19%', '4%', '2%']",223732,17758,https://www.goodreads.com/book/show/23164983-hollow-city,4.7,"['78%', '15%', '5%', '1%', '1%']",5810.0,3264.0,https://www.amazon.it/s?k=9781594747359&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
518,526,Fantasy,"['Fantasy\n5,045 users', 'Young Adult\n1,133 users', 'Fiction\n743 users', 'Fantasy > Magic\n470 users', 'Horror\n263 users', 'Young Adult > Young Adult Fantasy\n263 users', 'Audiobook\n231 users', 'Fantasy > Urban Fantasy\n199 users', 'Fantasy > Paranormal\n179 users']",Published September 29th 2020 by Del Rey Books,A Deadly Education,Naomi Novik,9780593128480,336,4.03,"['37%', '38%', '18%', '5%', '2%']",56546,10118,https://www.goodreads.com/book/show/50548197-a-deadly-education,4.6,"['70%', '22%', '6%', '2%', '1%']",6055.0,474.0,https://www.amazon.it/s?k=9780593128480&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
519,527,Fantasy,"['Fantasy\n5,024 users', 'Fiction\n734 users', 'Audiobook\n200 users', 'European Literature > Polish Literature\n179 users', 'Fantasy > High Fantasy\n150 users', 'Adventure\n125 users', 'Fantasy > Epic Fantasy\n116 users', 'Fantasy > Magic\n115 users', 'Adult\n113 users']",Published August 27th 2013 by Orbit (first published 1995),The Time of Contempt,Andrzej Sapkowski,9780316219136,331,4.18,"['40%', '42%', '16%', '2%', '0%']",87786,3873,https://www.goodreads.com/book/show/14781491-the-time-of-contempt,4.7,"['78%', '16%', '5%', '1%', '1%']",5972.0,615.0,https://www.amazon.it/s?k=9780316219136&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
520,528,Fantasy,"['Fantasy\n4,999 users', 'Fiction\n521 users', 'Fantasy > High Fantasy\n200 users', 'Fantasy > Epic Fantasy\n170 users', 'Science Fiction Fantasy\n123 users', 'Young Adult\n112 users', 'Childrens\n100 users', 'Adventure\n98 users', 'Historical > Historical Fiction\n83 users']",Published December 1st 1999 by Roc (first published August 1990),Tigana,Guy Gavriel Kay,9780451457769,676,4.05,"['43%', '33%', '16%', '6%', '3%']",47982,2778,https://www.goodreads.com/book/show/104089.Tigana,4.3,"['63%', '19%', '11%', '4%', '4%']",463.0,209.0,https://www.amazon.it/s?k=9780451457769&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
521,529,Fantasy,"['Fantasy\n4,982 users', 'Historical > Historical Fiction\n1,070 users', 'Fiction\n810 users', 'Young Adult\n622 users', 'Historical\n419 users', 'Fantasy > Fairy Tales\n305 users', 'Cultural > Russia\n247 users', 'Adult\n238 users', 'Fantasy > Mythology\n234 users']",Published 2018 by Del Rey (first published December 5th 2017),The Girl in the Tower,Katherine Arden,9781101885963,360,4.3,"['48%', '39%', '10%', '2%', '1%']",73353,7958,https://www.goodreads.com/book/show/34050917-the-girl-in-the-tower,4.7,"['76%', '19%', '4%', '1%', '1%']",2084.0,399.0,https://www.amazon.it/s?k=9781101885963&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
522,530,Fantasy,"['Fantasy\n4,953 users', 'Young Adult\n1,812 users', 'Fantasy > Magic\n544 users', 'Fantasy > High Fantasy\n413 users', 'Young Adult > Young Adult Fantasy\n390 users', 'Romance\n376 users', 'Fiction\n301 users', 'Adventure\n249 users', 'Childrens\n108 users']",Published October 6th 2009 by Hyperion Books,The Demon King,Cinda Williams Chima,9781423118237,506,4.11,"['43%', '36%', '14%', '4%', '3%']",77831,5399,https://www.goodreads.com/book/show/6342491-the-demon-king,4.6,"['74%', '18%', '5%', '2%', '1%']",524.0,206.0,https://www.amazon.it/s?k=9781423118237&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
523,531,Fantasy,"['Fantasy\n4,942 users', 'Fiction\n438 users', 'Fantasy > Epic Fantasy\n217 users', 'Young Adult\n205 users', 'Adventure\n162 users', 'Science Fiction Fantasy\n146 users', 'Fantasy > High Fantasy\n142 users', 'Fantasy > Magic\n107 users', 'Childrens\n97 users']",Published November 12th 1984 by Ballantine Books (Mm),Enchanters' End Game,David Eddings,9780345300782,384,4.15,"['44%', '34%', '17%', '4%', '2%']",91647,1012,https://www.goodreads.com/book/show/44687.Enchanters_End_Game,4.8,"['84%', '11%', '3%', '1%', '1%']",1208.0,324.0,https://www.amazon.it/s?k=9780345300782&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
524,532,Fantasy,"['Fantasy\n4,905 users', 'Fiction\n473 users', 'Novella\n312 users', 'Fantasy > High Fantasy\n193 users', 'Short Stories\n173 users', 'Young Adult\n164 users', 'Fantasy > Magic\n147 users', 'Fantasy > Epic Fantasy\n137 users', 'Audiobook\n125 users']",Published October 11th 2012 by Tachyon Publications,The Emperor's Soul,Brandon Sanderson,9781616960926,175,4.32,"['49%', '37%', '11%', '2%', '1%']",74077,5062,https://www.goodreads.com/book/show/13578175-the-emperor-s-soul,4.6,"['74%', '19%', '5%', '1%', '1%']",1890.0,1142.0,https://www.amazon.it/s?k=9781616960926&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
525,533,Fantasy,"['Fantasy\n4,862 users', 'Fantasy > Mythology\n2,186 users', 'Young Adult\n1,904 users', 'Childrens > Middle Grade\n1,145 users', 'Fiction\n704 users', 'Adventure\n595 users', 'Childrens\n330 users', 'Fantasy > Urban Fantasy\n318 users', 'Fantasy > Magic\n279 users']",Published October 6th 2015 by Disney-Hyperion Books,The Sword of Summer,Rick Riordan,9781423160915,499,4.21,"['48%', '33%', '13%', '3%', '2%']",176324,13284,https://www.goodreads.com/book/show/15724396-the-sword-of-summer,4.7,"['81%', '13%', '3%', '1%', '1%']",4754.0,2084.0,https://www.amazon.it/s?k=9781423160915&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
526,534,Fantasy,"['Fantasy\n4,865 users', 'Fiction\n1,823 users', 'Mystery\n607 users', 'Magical Realism\n453 users', 'Fantasy > Mythology\n350 users', 'Adult\n309 users', 'Science Fiction\n205 users', 'Literary Fiction\n183 users', 'Science Fiction Fantasy\n140 users']",Published September 15th 2020 by Bloomsbury,Piranesi,Susanna Clarke,9781635575637,245,4.29,"['48%', '36%', '12%', '3%', '1%']",77326,13692,https://www.goodreads.com/book/show/50202953-piranesi,4.5,"['66%', '24%', '8%', '2%', '1%']",9682.0,593.0,https://www.amazon.it/s?k=9781635575637&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
527,535,Fantasy,"['Fantasy\n4,829 users', 'Fiction\n901 users', 'Humor\n770 users', 'Humor > Comedy\n260 users', 'Science Fiction Fantasy\n157 users', 'Young Adult\n136 users', 'Music\n98 users', 'Childrens\n94 users', 'Audiobook\n83 users']",Published 1999 by Gollancz (first published May 19th 1994),Soul Music,Terry Pratchett,9780575066892,424,4.01,"['35%', '38%', '21%', '4%', '1%']",74650,1929,https://www.goodreads.com/book/show/34502.Soul_Music,4.7,"['79%', '14%', '5%', '1%', '1%']",1284.0,325.0,https://www.amazon.it/s?k=9780575066892&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
528,536,Fantasy,"['Fantasy\n4,826 users', 'Fiction\n393 users', 'Fantasy > Epic Fantasy\n309 users', 'Adventure\n243 users', 'Fantasy > High Fantasy\n195 users', 'Audiobook\n179 users', 'Adult\n129 users', 'Young Adult\n127 users', 'Fantasy > Magic\n115 users']",Published November 23rd 2011 by Orbit,Theft of Swords,Michael J. Sullivan,9780316187749,649,4.18,"['44%', '38%', '13%', '3%', '2%']",62935,4111,https://www.goodreads.com/book/show/10790290-theft-of-swords,4.5,"['67%', '22%', '7%', '2%', '2%']",1509.0,910.0,https://www.amazon.it/s?k=9780316187749&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
529,537,Fantasy,"['Fantasy\n4,779 users', 'Fiction\n604 users', 'Science Fiction > Steampunk\n405 users', 'Young Adult\n220 users', 'Fantasy > High Fantasy\n190 users', 'Science Fiction Fantasy\n132 users', 'Adult\n120 users', 'Childrens\n106 users', 'Audiobook\n102 users']",Published April 1st 2014 by Tor Books,The Goblin Emperor,Katherine Addison,9780765326997,446,4.01,"['39%', '36%', '16%', '6%', '3%']",35377,4993,https://www.goodreads.com/book/show/17910048-the-goblin-emperor,4.5,"['64%', '23%', '8%', '3%', '2%']",1411.0,650.0,https://www.amazon.it/s?k=9780765326997&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
530,538,Fantasy,"['Fantasy\n4,773 users', 'Young Adult\n2,158 users', 'Fiction\n860 users', 'Fantasy > Magic\n603 users', 'Adventure\n468 users', 'Fantasy > Mythology\n451 users', 'Childrens > Middle Grade\n267 users', 'Fantasy > Urban Fantasy\n232 users', 'Childrens\n221 users']",Published August 5th 2010 by Corgi Childrens (first published May 22nd 2007),The Alchemyst,Michael Scott,9780552562522,390,3.84,"['33%', '33%', '23%', '7%', '4%']",154171,8656,https://www.goodreads.com/book/show/17402605-the-alchemyst,4.6,"['75%', '15%', '6%', '2%', '2%']",1619.0,519.0,https://www.amazon.it/s?k=9780552562522&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
531,539,Fantasy,"['Fantasy\n4,754 users', 'Young Adult\n2,947 users', 'Historical > Historical Fiction\n2,177 users', 'Romance\n1,425 users', 'Historical\n996 users', 'Fiction\n526 users', 'Fantasy > Paranormal\n394 users', 'Young Adult > Young Adult Fantasy\n380 users', 'Adventure\n299 users']",Published April 3rd 2012 by Houghton Mifflin Harcourt,Grave Mercy,Robin LaFevers,9780547628349,549,3.88,"['33%', '36%', '20%', '7%', '4%']",109611,9074,https://www.goodreads.com/book/show/9565548-grave-mercy,4.4,"['57%', '27%', '12%', '3%', '1%']",625.0,442.0,https://www.amazon.it/s?k=9780547628349&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
532,540,Fantasy,"['Fantasy\n4,702 users', 'Young Adult\n3,434 users', 'Romance\n889 users', 'Fiction\n651 users', 'Fantasy > Mythology\n496 users', 'Audiobook\n394 users', 'Young Adult > Young Adult Fantasy\n363 users', 'Fantasy > Paranormal\n315 users', 'Adventure\n289 users']",Published October 18th 2011 by Scholastic Press (first published September 18th 2011),The Scorpio Races,Maggie Stiefvater,9780545224901,409,4.06,"['43%', '33%', '16%', '5%', '3%']",108974,13414,https://www.goodreads.com/book/show/10626594-the-scorpio-races,4.6,"['77%', '15%', '5%', '1%', '2%']",844.0,508.0,https://www.amazon.it/s?k=9780545224901&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
533,541,Fantasy,"['Fantasy\n4,658 users', 'Young Adult\n1,947 users', 'Fiction\n469 users', 'Fantasy > Magic\n437 users', 'Young Adult > Young Adult Fantasy\n301 users', 'Adventure\n264 users', 'Fantasy > High Fantasy\n189 users', 'Childrens\n175 users', 'Childrens > Middle Grade\n168 users']",Published June 1st 2005 by Simon Pulse (first published December 1st 1992),Wild Magic,Tamora Pierce,9781416903437,362,4.24,"['50%', '31%', '13%', '3%', '2%']",82228,2235,https://www.goodreads.com/book/show/13836.Wild_Magic,4.7,"['81%', '12%', '5%', '1%', '1%']",698.0,205.0,https://www.amazon.it/s?k=9781416903437&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
534,542,Fantasy,"['Fantasy\n4,652 users', 'Young Adult\n1,568 users', 'Adventure\n765 users', 'Fiction\n646 users', 'Childrens > Middle Grade\n479 users', 'Childrens\n288 users', 'Young Adult > Young Adult Fantasy\n161 users', 'Fantasy > High Fantasy\n137 users', 'Action\n134 users']",Published June 8th 2006 by Puffin Books (first published November 1st 2004),The Ruins of Gorlan,John Flanagan,9780142406632,249,4.21,"['47%', '33%', '15%', '3%', '2%']",136416,8174,https://www.goodreads.com/book/show/60400.The_Ruins_of_Gorlan,4.7,"['82%', '13%', '3%', '1%', '1%']",2281.0,820.0,https://www.amazon.it/s?k=9780142406632&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
535,543,Fantasy,"['Fantasy\n4,649 users', 'Fiction\n848 users', 'Humor\n784 users', 'Humor > Comedy\n271 users', 'Science Fiction Fantasy\n150 users', 'Young Adult\n126 users', 'Adventure\n104 users', 'Audiobook\n100 users', 'Childrens\n90 users']",Published April 1st 2005 by Corgi (first published 1990),Moving Pictures,Terry Pratchett,9780552152945,396,3.93,"['32%', '37%', '24%', '5%', '2%']",75827,1790,https://www.goodreads.com/book/show/34510.Moving_Pictures,4.7,"['75%', '18%', '5%', '1%', '1%']",1357.0,354.0,https://www.amazon.it/s?k=9780552152945&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
536,544,Fantasy,"['Fantasy\n4,614 users', 'Young Adult\n781 users', 'Fiction\n422 users', 'Adventure\n224 users', 'Fantasy > Epic Fantasy\n202 users', 'Fantasy > High Fantasy\n179 users', 'Childrens\n110 users', 'Childrens > Middle Grade\n84 users', 'Science Fiction Fantasy\n79 users']",Published August 15th 2018 by HarperVoyager (first published July 3rd 2014),Half a King,Joe Abercrombie,9780007550227,416,3.95,"['29%', '45%', '20%', '4%', '2%']",58211,5347,https://www.goodreads.com/book/show/37586799-half-a-king,4.4,"['57%', '29%', '10%', '3%', '1%']",2015.0,1194.0,https://www.amazon.it/s?k=9780007550227&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
537,545,Fantasy,"['Fantasy\n4,605 users', 'Fiction\n1,540 users', 'Horror\n1,308 users', 'Science Fiction\n472 users', 'Westerns\n246 users', 'Adventure\n234 users', 'Audiobook\n180 users', 'Science Fiction Fantasy\n176 users', 'Young Adult\n118 users']",Published February 1st 2006 by Pocket Books (first published November 4th 2003),Wolves of the Calla,Stephen King,9781416516934,931,4.16,"['43%', '36%', '15%', '4%', '2%']",169730,4612,https://www.goodreads.com/book/show/4978.Wolves_of_the_Calla,4.7,"['81%', '13%', '3%', '1%', '1%']",2728.0,957.0,https://www.amazon.it/s?k=9781416516934&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
538,546,Fantasy,"['Fantasy\n4,606 users', 'Young Adult\n1,290 users', 'Fiction\n496 users', 'Adventure\n324 users', 'Romance\n302 users', 'Fantasy > Magic\n176 users', 'Young Adult > Young Adult Fantasy\n172 users', 'Childrens\n154 users', 'Fantasy > High Fantasy\n152 users']",Published March 1987 by Ace Books (first published October 1st 1982),The Blue Sword,Robin McKinley,9780441068807,256,4.17,"['49%', '29%', '15%', '4%', '3%']",62508,3004,https://www.goodreads.com/book/show/407813.The_Blue_Sword,4.8,"['86%', '9%', '3%', '1%', '1%']",663.0,244.0,https://www.amazon.it/s?k=9780441068807&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
539,547,Fantasy,"['Fantasy\n4,604 users', 'Fiction\n837 users', 'Humor\n787 users', 'Humor > Comedy\n268 users', 'Science Fiction Fantasy\n134 users', 'Young Adult\n132 users', 'Adventure\n106 users', 'Audiobook\n88 users', 'Childrens\n84 users']",Published July 2008 by Harper (first published August 1990),Eric,Terry Pratchett,9780380821211,197,3.75,"['25%', '36%', '30%', '7%', '2%']",68548,2046,https://www.goodreads.com/book/show/64218.Eric,4.6,"['73%', '17%', '7%', '1%', '1%']",1419.0,332.0,https://www.amazon.it/s?k=9780380821211&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
540,548,Fantasy,"['Fantasy\n4,597 users', 'Young Adult\n1,785 users', 'Fantasy > Magic\n525 users', 'Romance\n469 users', 'Fantasy > High Fantasy\n421 users', 'Young Adult > Young Adult Fantasy\n409 users', 'Fiction\n251 users', 'Adventure\n181 users', 'Fantasy > Epic Fantasy\n101 users']",Published December 11th 2012 by Razorbill,Falling Kingdoms,Morgan Rhodes,9781595145840,412,3.78,"['29%', '36%', '22%', '8%', '4%']",59056,7892,https://www.goodreads.com/book/show/12954620-falling-kingdoms,4.3,"['64%', '17%', '11%', '6%', '3%']",456.0,210.0,https://www.amazon.it/s?k=9781595145840&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
541,549,Fantasy,"['Sequential Art > Graphic Novels\n6,392 users', 'Sequential Art > Comics\n4,806 users', 'Fantasy\n4,572 users', 'Fiction\n1,409 users', 'Horror\n1,080 users', 'Graphic Novels Comics\n623 users', 'Comics > Comic Book\n420 users', 'Fantasy > Mythology\n312 users', 'Fantasy > Urban Fantasy\n212 users']",Published December 1st 1998 by Vertigo (first published 1991),Preludes & Nocturnes,Neil Gaiman,9781563892271,233,4.22,"['53%', '28%', '12%', '4%', '4%']",230868,6931,https://www.goodreads.com/book/show/23754.Preludes_Nocturnes,4.6,"['79%', '11%', '4%', '3%', '2%']",824.0,489.0,https://www.amazon.it/s?k=9781563892271&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
542,550,Fantasy,"['Fantasy\n4,565 users', 'Young Adult\n1,259 users', 'Fiction\n1,156 users', 'Childrens\n301 users', 'Science Fiction Fantasy\n220 users', 'Adventure\n217 users', 'Science Fiction\n203 users', 'Classics\n150 users', 'Childrens > Middle Grade\n136 users']",Published September 23rd 2003 by Laurel Leaf Library (first published November 2000),His Dark Materials,Philip Pullman,9780440238607,1088,4.26,"['52%', '29%', '12%', '4%', '2%']",154225,5393,https://www.goodreads.com/book/show/18116.His_Dark_Materials,4.7,"['84%', '11%', '3%', '1%', '1%']",10017.0,1825.0,https://www.amazon.it/s?k=9780440238607&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
543,551,Fantasy,"['Fantasy\n4,557 users', 'Fiction\n1,122 users', 'Fantasy > Magic\n373 users', 'Fantasy > Urban Fantasy\n345 users', 'Young Adult\n265 users', 'Science Fiction Fantasy\n226 users', 'Audiobook\n220 users', 'Adventure\n160 users', 'Adult\n147 users']",Published August 9th 2011 by William Heinemann (first published 2011),The Magician King,Lev Grossman,9780434020805,548,3.91,"['28%', '43%', '22%', '5%', '2%']",94705,6738,https://www.goodreads.com/book/show/10079321-the-magician-king,4.5,"['69%', '19%', '8%', '2%', '2%']",1483.0,706.0,https://www.amazon.it/s?k=9780434020805&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
